Track,Course Code,Course Title,Course Description,Outcome Type,Period,Outcome Number,Outcome Text
IT Network Technology,S-ITPC327LC,Information Assurance and Security 2,"This course Covers the integration of confidentiality, integrity and availability into an organization's security program through the use of physical and logical security controls. Topics include data protection, telecommunications systems, application and emerging technologies. Moreover, this course will introduce you to enterprise systems and show how organizations use enterprise systems to run their operations more efficiently and effectively. The course will inspect typical Enterprise Systems modules: materials management (MM), sales and delivery, and financial accounting. Real-time enterprise system will be utilized to integrate business transactions along and between processes, leading to benefits such as efficient and error-free workflows plus accounting, management reporting and improved decision-making. By using exercises at the end of each module, students can put their knowledge into practice and gain a sustainable understanding of the underlying processes.",TLO,Midterm,TLO2.,Be able explain the basic concepts of an Enterprise Resource Planning solution based on the SAP S/4HANA system.
IT Network Technology,S-ITPC327LC,Information Assurance and Security 2,"This course Covers the integration of confidentiality, integrity and availability into an organization's security program through the use of physical and logical security controls. Topics include data protection, telecommunications systems, application and emerging technologies. Moreover, this course will introduce you to enterprise systems and show how organizations use enterprise systems to run their operations more efficiently and effectively. The course will inspect typical Enterprise Systems modules: materials management (MM), sales and delivery, and financial accounting. Real-time enterprise system will be utilized to integrate business transactions along and between processes, leading to benefits such as efficient and error-free workflows plus accounting, management reporting and improved decision-making. By using exercises at the end of each module, students can put their knowledge into practice and gain a sustainable understanding of the underlying processes.",CLO,Midterm & Final,CLO3.,understand and gain insight into process views of organizations and tools and techniques used to model both as-is and to-be models;
IT Network Technology,S-ITPC327LC,Information Assurance and Security 2,"This course Covers the integration of confidentiality, integrity and availability into an organization's security program through the use of physical and logical security controls. Topics include data protection, telecommunications systems, application and emerging technologies. Moreover, this course will introduce you to enterprise systems and show how organizations use enterprise systems to run their operations more efficiently and effectively. The course will inspect typical Enterprise Systems modules: materials management (MM), sales and delivery, and financial accounting. Real-time enterprise system will be utilized to integrate business transactions along and between processes, leading to benefits such as efficient and error-free workflows plus accounting, management reporting and improved decision-making. By using exercises at the end of each module, students can put their knowledge into practice and gain a sustainable understanding of the underlying processes.",TLO,Midterm,TLO3.,List the business processes of the Global Bike Group.
IT Network Technology,S-ITPC327LC,Information Assurance and Security 2,"This course Covers the integration of confidentiality, integrity and availability into an organization's security program through the use of physical and logical security controls. Topics include data protection, telecommunications systems, application and emerging technologies. Moreover, this course will introduce you to enterprise systems and show how organizations use enterprise systems to run their operations more efficiently and effectively. The course will inspect typical Enterprise Systems modules: materials management (MM), sales and delivery, and financial accounting. Real-time enterprise system will be utilized to integrate business transactions along and between processes, leading to benefits such as efficient and error-free workflows plus accounting, management reporting and improved decision-making. By using exercises at the end of each module, students can put their knowledge into practice and gain a sustainable understanding of the underlying processes.",CLO,Midterm & Final,CLO4.,apply key technical terminology in enterprise information systems as they apply in different ERP products and development methods;
IT Network Technology,S-ITPC327LC,Information Assurance and Security 2,"This course Covers the integration of confidentiality, integrity and availability into an organization's security program through the use of physical and logical security controls. Topics include data protection, telecommunications systems, application and emerging technologies. Moreover, this course will introduce you to enterprise systems and show how organizations use enterprise systems to run their operations more efficiently and effectively. The course will inspect typical Enterprise Systems modules: materials management (MM), sales and delivery, and financial accounting. Real-time enterprise system will be utilized to integrate business transactions along and between processes, leading to benefits such as efficient and error-free workflows plus accounting, management reporting and improved decision-making. By using exercises at the end of each module, students can put their knowledge into practice and gain a sustainable understanding of the underlying processes.",TLO,Midterm,TLO4.,Understand an integrated order-to-cash cycle
IT Network Technology,S-ITPC327LC,Information Assurance and Security 2,"This course Covers the integration of confidentiality, integrity and availability into an organization's security program through the use of physical and logical security controls. Topics include data protection, telecommunications systems, application and emerging technologies. Moreover, this course will introduce you to enterprise systems and show how organizations use enterprise systems to run their operations more efficiently and effectively. The course will inspect typical Enterprise Systems modules: materials management (MM), sales and delivery, and financial accounting. Real-time enterprise system will be utilized to integrate business transactions along and between processes, leading to benefits such as efficient and error-free workflows plus accounting, management reporting and improved decision-making. By using exercises at the end of each module, students can put their knowledge into practice and gain a sustainable understanding of the underlying processes.",CLO,Midterm & Final,CLO5.,"use one of the popular ERP packages to support business operations and decision-making,"
IT Network Technology,S-ITPC327LC,Information Assurance and Security 2,"This course Covers the integration of confidentiality, integrity and availability into an organization's security program through the use of physical and logical security controls. Topics include data protection, telecommunications systems, application and emerging technologies. Moreover, this course will introduce you to enterprise systems and show how organizations use enterprise systems to run their operations more efficiently and effectively. The course will inspect typical Enterprise Systems modules: materials management (MM), sales and delivery, and financial accounting. Real-time enterprise system will be utilized to integrate business transactions along and between processes, leading to benefits such as efficient and error-free workflows plus accounting, management reporting and improved decision-making. By using exercises at the end of each module, students can put their knowledge into practice and gain a sustainable understanding of the underlying processes.",CLO,Midterm & Final,CLO6.,examine the basic issues in Enterprise Systems; and
IT Network Technology,S-ITPC327LC,Information Assurance and Security 2,"This course Covers the integration of confidentiality, integrity and availability into an organization's security program through the use of physical and logical security controls. Topics include data protection, telecommunications systems, application and emerging technologies. Moreover, this course will introduce you to enterprise systems and show how organizations use enterprise systems to run their operations more efficiently and effectively. The course will inspect typical Enterprise Systems modules: materials management (MM), sales and delivery, and financial accounting. Real-time enterprise system will be utilized to integrate business transactions along and between processes, leading to benefits such as efficient and error-free workflows plus accounting, management reporting and improved decision-making. By using exercises at the end of each module, students can put their knowledge into practice and gain a sustainable understanding of the underlying processes.",CLO,Midterm & Final,CLO7.,"create master records to be used in different modules of the Enterprise system including sales and deliver, materials management and finance."
IT Network Technology,S-ITPC327LC,Information Assurance and Security 2,"This course Covers the integration of confidentiality, integrity and availability into an organization's security program through the use of physical and logical security controls. Topics include data protection, telecommunications systems, application and emerging technologies. Moreover, this course will introduce you to enterprise systems and show how organizations use enterprise systems to run their operations more efficiently and effectively. The course will inspect typical Enterprise Systems modules: materials management (MM), sales and delivery, and financial accounting. Real-time enterprise system will be utilized to integrate business transactions along and between processes, leading to benefits such as efficient and error-free workflows plus accounting, management reporting and improved decision-making. By using exercises at the end of each module, students can put their knowledge into practice and gain a sustainable understanding of the underlying processes.",TLO,Midterm,TLO5.,Define the central organizational structures of the FI module.
IT Network Technology,S-ITPC327LC,Information Assurance and Security 2,"This course Covers the integration of confidentiality, integrity and availability into an organization's security program through the use of physical and logical security controls. Topics include data protection, telecommunications systems, application and emerging technologies. Moreover, this course will introduce you to enterprise systems and show how organizations use enterprise systems to run their operations more efficiently and effectively. The course will inspect typical Enterprise Systems modules: materials management (MM), sales and delivery, and financial accounting. Real-time enterprise system will be utilized to integrate business transactions along and between processes, leading to benefits such as efficient and error-free workflows plus accounting, management reporting and improved decision-making. By using exercises at the end of each module, students can put their knowledge into practice and gain a sustainable understanding of the underlying processes.",TLO,Midterm,TLO6.,Summarize the master data which is most important for the FI module.
IT Network Technology,S-ITPC327LC,Information Assurance and Security 2,"This course Covers the integration of confidentiality, integrity and availability into an organization's security program through the use of physical and logical security controls. Topics include data protection, telecommunications systems, application and emerging technologies. Moreover, this course will introduce you to enterprise systems and show how organizations use enterprise systems to run their operations more efficiently and effectively. The course will inspect typical Enterprise Systems modules: materials management (MM), sales and delivery, and financial accounting. Real-time enterprise system will be utilized to integrate business transactions along and between processes, leading to benefits such as efficient and error-free workflows plus accounting, management reporting and improved decision-making. By using exercises at the end of each module, students can put their knowledge into practice and gain a sustainable understanding of the underlying processes.",TLO,Midterm,TLO7.,Explain a standard financial accounting process.
IT Network Technology,S-ITPC327LC,Information Assurance and Security 2,"This course Covers the integration of confidentiality, integrity and availability into an organization's security program through the use of physical and logical security controls. Topics include data protection, telecommunications systems, application and emerging technologies. Moreover, this course will introduce you to enterprise systems and show how organizations use enterprise systems to run their operations more efficiently and effectively. The course will inspect typical Enterprise Systems modules: materials management (MM), sales and delivery, and financial accounting. Real-time enterprise system will be utilized to integrate business transactions along and between processes, leading to benefits such as efficient and error-free workflows plus accounting, management reporting and improved decision-making. By using exercises at the end of each module, students can put their knowledge into practice and gain a sustainable understanding of the underlying processes.",CLO,Midterm & Final,CLO8.,demonstrate 21st century skills in all learning activities.
IT Network Technology,S-ITPC327LC,Information Assurance and Security 2,"This course Covers the integration of confidentiality, integrity and availability into an organization's security program through the use of physical and logical security controls. Topics include data protection, telecommunications systems, application and emerging technologies. Moreover, this course will introduce you to enterprise systems and show how organizations use enterprise systems to run their operations more efficiently and effectively. The course will inspect typical Enterprise Systems modules: materials management (MM), sales and delivery, and financial accounting. Real-time enterprise system will be utilized to integrate business transactions along and between processes, leading to benefits such as efficient and error-free workflows plus accounting, management reporting and improved decision-making. By using exercises at the end of each module, students can put their knowledge into practice and gain a sustainable understanding of the underlying processes.",TLO,Final,TLO5.,Describe the purchase-to-pay business process
IT Network Technology,S-ITPC327LC,Information Assurance and Security 2,"This course Covers the integration of confidentiality, integrity and availability into an organization's security program through the use of physical and logical security controls. Topics include data protection, telecommunications systems, application and emerging technologies. Moreover, this course will introduce you to enterprise systems and show how organizations use enterprise systems to run their operations more efficiently and effectively. The course will inspect typical Enterprise Systems modules: materials management (MM), sales and delivery, and financial accounting. Real-time enterprise system will be utilized to integrate business transactions along and between processes, leading to benefits such as efficient and error-free workflows plus accounting, management reporting and improved decision-making. By using exercises at the end of each module, students can put their knowledge into practice and gain a sustainable understanding of the underlying processes.",TLO,Final,TLO6.,Identify the organizational levels that support the purchase-to-pay business process.
IT Network Technology,S-ITPC327LC,Information Assurance and Security 2,"This course Covers the integration of confidentiality, integrity and availability into an organization's security program through the use of physical and logical security controls. Topics include data protection, telecommunications systems, application and emerging technologies. Moreover, this course will introduce you to enterprise systems and show how organizations use enterprise systems to run their operations more efficiently and effectively. The course will inspect typical Enterprise Systems modules: materials management (MM), sales and delivery, and financial accounting. Real-time enterprise system will be utilized to integrate business transactions along and between processes, leading to benefits such as efficient and error-free workflows plus accounting, management reporting and improved decision-making. By using exercises at the end of each module, students can put their knowledge into practice and gain a sustainable understanding of the underlying processes.",TLO,Final,TLO7.,Explain the integration points of the purchase-to-pay business process
IT Network Technology,S-ITPC327,Information Assurance and Security 2,"This course covers the integration of confidentiality, integrity and availability into an organization’s security program through the use of physical and logical security controls. Topics include data protection, telecommunications systems, application and emerging technologies. Moreover, this course will introduce you to enterprise systems and show how organizations use enterprise systems to run their operations more efficiently and effectively. The course will inspect typical Enterprise Systems modules: materials management (MM), sales and delivery, and financial accounting. Real-time enterprise system will be utilized to integrate business transactions along and between processes, leading to benefits such as efficient and error-free workflows plus accounting, management reporting and improved decision-making. By using exercises at the end of each module, students can put their knowledge into practice and gain a sustainable understanding of the underlying processes.",CLO,Midterm & Final,CLO1.,"understand the use of Enterprise software, and its role in integrating business functions"
IT Network Technology,S-ITPC327,Information Assurance and Security 2,"This course covers the integration of confidentiality, integrity and availability into an organization’s security program through the use of physical and logical security controls. Topics include data protection, telecommunications systems, application and emerging technologies. Moreover, this course will introduce you to enterprise systems and show how organizations use enterprise systems to run their operations more efficiently and effectively. The course will inspect typical Enterprise Systems modules: materials management (MM), sales and delivery, and financial accounting. Real-time enterprise system will be utilized to integrate business transactions along and between processes, leading to benefits such as efficient and error-free workflows plus accounting, management reporting and improved decision-making. By using exercises at the end of each module, students can put their knowledge into practice and gain a sustainable understanding of the underlying processes.",CLO,Midterm & Final,CLO2.,"explain the scope of common Enterprise Systems (e.g., MM, SCM, CRM, HRM, procurement);"
IT Network Technology,S-ITPC327,Information Assurance and Security 2,"This course covers the integration of confidentiality, integrity and availability into an organization’s security program through the use of physical and logical security controls. Topics include data protection, telecommunications systems, application and emerging technologies. Moreover, this course will introduce you to enterprise systems and show how organizations use enterprise systems to run their operations more efficiently and effectively. The course will inspect typical Enterprise Systems modules: materials management (MM), sales and delivery, and financial accounting. Real-time enterprise system will be utilized to integrate business transactions along and between processes, leading to benefits such as efficient and error-free workflows plus accounting, management reporting and improved decision-making. By using exercises at the end of each module, students can put their knowledge into practice and gain a sustainable understanding of the underlying processes.",CLO,Midterm & Final,CLO3.,understand and gain insight into process views of organizations and tools and techniques used to model both as-is and to-be models;
IT Network Technology,S-ITPC327,Information Assurance and Security 2,"This course covers the integration of confidentiality, integrity and availability into an organization’s security program through the use of physical and logical security controls. Topics include data protection, telecommunications systems, application and emerging technologies. Moreover, this course will introduce you to enterprise systems and show how organizations use enterprise systems to run their operations more efficiently and effectively. The course will inspect typical Enterprise Systems modules: materials management (MM), sales and delivery, and financial accounting. Real-time enterprise system will be utilized to integrate business transactions along and between processes, leading to benefits such as efficient and error-free workflows plus accounting, management reporting and improved decision-making. By using exercises at the end of each module, students can put their knowledge into practice and gain a sustainable understanding of the underlying processes.",CLO,Midterm & Final,CLO4.,apply key technical terminology in enterprise information systems as they apply in different ERP products and development methods;
IT Network Technology,S-ITPC327,Information Assurance and Security 2,"This course covers the integration of confidentiality, integrity and availability into an organization’s security program through the use of physical and logical security controls. Topics include data protection, telecommunications systems, application and emerging technologies. Moreover, this course will introduce you to enterprise systems and show how organizations use enterprise systems to run their operations more efficiently and effectively. The course will inspect typical Enterprise Systems modules: materials management (MM), sales and delivery, and financial accounting. Real-time enterprise system will be utilized to integrate business transactions along and between processes, leading to benefits such as efficient and error-free workflows plus accounting, management reporting and improved decision-making. By using exercises at the end of each module, students can put their knowledge into practice and gain a sustainable understanding of the underlying processes.",CLO,Midterm & Final,CLO5.,use one of the popular ERP packages to support business operations and decision-making;
IT Network Technology,S-ITPC327,Information Assurance and Security 2,"This course covers the integration of confidentiality, integrity and availability into an organization’s security program through the use of physical and logical security controls. Topics include data protection, telecommunications systems, application and emerging technologies. Moreover, this course will introduce you to enterprise systems and show how organizations use enterprise systems to run their operations more efficiently and effectively. The course will inspect typical Enterprise Systems modules: materials management (MM), sales and delivery, and financial accounting. Real-time enterprise system will be utilized to integrate business transactions along and between processes, leading to benefits such as efficient and error-free workflows plus accounting, management reporting and improved decision-making. By using exercises at the end of each module, students can put their knowledge into practice and gain a sustainable understanding of the underlying processes.",CLO,Midterm & Final,CLO6.,examine the basic issues in Enterprise Systems; and
IT Network Technology,S-ITPC327,Information Assurance and Security 2,"This course covers the integration of confidentiality, integrity and availability into an organization’s security program through the use of physical and logical security controls. Topics include data protection, telecommunications systems, application and emerging technologies. Moreover, this course will introduce you to enterprise systems and show how organizations use enterprise systems to run their operations more efficiently and effectively. The course will inspect typical Enterprise Systems modules: materials management (MM), sales and delivery, and financial accounting. Real-time enterprise system will be utilized to integrate business transactions along and between processes, leading to benefits such as efficient and error-free workflows plus accounting, management reporting and improved decision-making. By using exercises at the end of each module, students can put their knowledge into practice and gain a sustainable understanding of the underlying processes.",CLO,Midterm & Final,CLO7.,"create master records to be used in different modules of the Enterprise system including sales and deliver, materials management and finance."
IT Network Technology,S-ITPC327,Information Assurance and Security 2,"This course covers the integration of confidentiality, integrity and availability into an organization’s security program through the use of physical and logical security controls. Topics include data protection, telecommunications systems, application and emerging technologies. Moreover, this course will introduce you to enterprise systems and show how organizations use enterprise systems to run their operations more efficiently and effectively. The course will inspect typical Enterprise Systems modules: materials management (MM), sales and delivery, and financial accounting. Real-time enterprise system will be utilized to integrate business transactions along and between processes, leading to benefits such as efficient and error-free workflows plus accounting, management reporting and improved decision-making. By using exercises at the end of each module, students can put their knowledge into practice and gain a sustainable understanding of the underlying processes.",CLO,Midterm & Final,CLO8.,demonstrate 21st century skills in all learning activities.
IT Network Technology,S-ITPC327,Information Assurance and Security 2,"This course covers the integration of confidentiality, integrity and availability into an organization’s security program through the use of physical and logical security controls. Topics include data protection, telecommunications systems, application and emerging technologies. Moreover, this course will introduce you to enterprise systems and show how organizations use enterprise systems to run their operations more efficiently and effectively. The course will inspect typical Enterprise Systems modules: materials management (MM), sales and delivery, and financial accounting. Real-time enterprise system will be utilized to integrate business transactions along and between processes, leading to benefits such as efficient and error-free workflows plus accounting, management reporting and improved decision-making. By using exercises at the end of each module, students can put their knowledge into practice and gain a sustainable understanding of the underlying processes.",TLO,Midterm,TLO1.,Describe the SAP vision of the Intelligent Enterprise.
IT Network Technology,S-ITPC327,Information Assurance and Security 2,"This course covers the integration of confidentiality, integrity and availability into an organization’s security program through the use of physical and logical security controls. Topics include data protection, telecommunications systems, application and emerging technologies. Moreover, this course will introduce you to enterprise systems and show how organizations use enterprise systems to run their operations more efficiently and effectively. The course will inspect typical Enterprise Systems modules: materials management (MM), sales and delivery, and financial accounting. Real-time enterprise system will be utilized to integrate business transactions along and between processes, leading to benefits such as efficient and error-free workflows plus accounting, management reporting and improved decision-making. By using exercises at the end of each module, students can put their knowledge into practice and gain a sustainable understanding of the underlying processes.",TLO,Midterm,TLO2.,Be able to explain the basic concepts of an Enterprise Resource Planning solution based on the SAP S/4HANA system.
IT Network Technology,S-ITPC327,Information Assurance and Security 2,"This course covers the integration of confidentiality, integrity and availability into an organization’s security program through the use of physical and logical security controls. Topics include data protection, telecommunications systems, application and emerging technologies. Moreover, this course will introduce you to enterprise systems and show how organizations use enterprise systems to run their operations more efficiently and effectively. The course will inspect typical Enterprise Systems modules: materials management (MM), sales and delivery, and financial accounting. Real-time enterprise system will be utilized to integrate business transactions along and between processes, leading to benefits such as efficient and error-free workflows plus accounting, management reporting and improved decision-making. By using exercises at the end of each module, students can put their knowledge into practice and gain a sustainable understanding of the underlying processes.",TLO,Midterm,TLO3.,List the business processes of the Global Bike Group.
IT Network Technology,S-ITPC327,Information Assurance and Security 2,"This course covers the integration of confidentiality, integrity and availability into an organization’s security program through the use of physical and logical security controls. Topics include data protection, telecommunications systems, application and emerging technologies. Moreover, this course will introduce you to enterprise systems and show how organizations use enterprise systems to run their operations more efficiently and effectively. The course will inspect typical Enterprise Systems modules: materials management (MM), sales and delivery, and financial accounting. Real-time enterprise system will be utilized to integrate business transactions along and between processes, leading to benefits such as efficient and error-free workflows plus accounting, management reporting and improved decision-making. By using exercises at the end of each module, students can put their knowledge into practice and gain a sustainable understanding of the underlying processes.",TLO,Midterm,TLO4.,Understand an integrated order-to-cash cycle
IT Network Technology,S-ITPC327,Information Assurance and Security 2,"This course covers the integration of confidentiality, integrity and availability into an organization’s security program through the use of physical and logical security controls. Topics include data protection, telecommunications systems, application and emerging technologies. Moreover, this course will introduce you to enterprise systems and show how organizations use enterprise systems to run their operations more efficiently and effectively. The course will inspect typical Enterprise Systems modules: materials management (MM), sales and delivery, and financial accounting. Real-time enterprise system will be utilized to integrate business transactions along and between processes, leading to benefits such as efficient and error-free workflows plus accounting, management reporting and improved decision-making. By using exercises at the end of each module, students can put their knowledge into practice and gain a sustainable understanding of the underlying processes.",TLO,Midterm & Final,TLO5.,Define the central organizational structures of the FI module.
IT Network Technology,S-ITPC327,Information Assurance and Security 2,"This course covers the integration of confidentiality, integrity and availability into an organization’s security program through the use of physical and logical security controls. Topics include data protection, telecommunications systems, application and emerging technologies. Moreover, this course will introduce you to enterprise systems and show how organizations use enterprise systems to run their operations more efficiently and effectively. The course will inspect typical Enterprise Systems modules: materials management (MM), sales and delivery, and financial accounting. Real-time enterprise system will be utilized to integrate business transactions along and between processes, leading to benefits such as efficient and error-free workflows plus accounting, management reporting and improved decision-making. By using exercises at the end of each module, students can put their knowledge into practice and gain a sustainable understanding of the underlying processes.",TLO,Midterm & Final,TLO6.,Summarize the master data which is most important for the FI module.
IT Network Technology,S-ITPC327,Information Assurance and Security 2,"This course covers the integration of confidentiality, integrity and availability into an organization’s security program through the use of physical and logical security controls. Topics include data protection, telecommunications systems, application and emerging technologies. Moreover, this course will introduce you to enterprise systems and show how organizations use enterprise systems to run their operations more efficiently and effectively. The course will inspect typical Enterprise Systems modules: materials management (MM), sales and delivery, and financial accounting. Real-time enterprise system will be utilized to integrate business transactions along and between processes, leading to benefits such as efficient and error-free workflows plus accounting, management reporting and improved decision-making. By using exercises at the end of each module, students can put their knowledge into practice and gain a sustainable understanding of the underlying processes.",TLO,Midterm & Final,TLO7.,Explain a standard financial accounting process.
IT Network Technology,S-ITPC327,Information Assurance and Security 2,"This course covers the integration of confidentiality, integrity and availability into an organization’s security program through the use of physical and logical security controls. Topics include data protection, telecommunications systems, application and emerging technologies. Moreover, this course will introduce you to enterprise systems and show how organizations use enterprise systems to run their operations more efficiently and effectively. The course will inspect typical Enterprise Systems modules: materials management (MM), sales and delivery, and financial accounting. Real-time enterprise system will be utilized to integrate business transactions along and between processes, leading to benefits such as efficient and error-free workflows plus accounting, management reporting and improved decision-making. By using exercises at the end of each module, students can put their knowledge into practice and gain a sustainable understanding of the underlying processes.",TLO,Final,TLO5.,Describe the purchase-to-pay business process
IT Network Technology,S-ITPC327,Information Assurance and Security 2,"This course covers the integration of confidentiality, integrity and availability into an organization’s security program through the use of physical and logical security controls. Topics include data protection, telecommunications systems, application and emerging technologies. Moreover, this course will introduce you to enterprise systems and show how organizations use enterprise systems to run their operations more efficiently and effectively. The course will inspect typical Enterprise Systems modules: materials management (MM), sales and delivery, and financial accounting. Real-time enterprise system will be utilized to integrate business transactions along and between processes, leading to benefits such as efficient and error-free workflows plus accounting, management reporting and improved decision-making. By using exercises at the end of each module, students can put their knowledge into practice and gain a sustainable understanding of the underlying processes.",TLO,Final,TLO6.,Identify the organizational levels that support the purchase-to-pay business process.
IT Network Technology,S-ITPC327,Information Assurance and Security 2,"This course covers the integration of confidentiality, integrity and availability into an organization’s security program through the use of physical and logical security controls. Topics include data protection, telecommunications systems, application and emerging technologies. Moreover, this course will introduce you to enterprise systems and show how organizations use enterprise systems to run their operations more efficiently and effectively. The course will inspect typical Enterprise Systems modules: materials management (MM), sales and delivery, and financial accounting. Real-time enterprise system will be utilized to integrate business transactions along and between processes, leading to benefits such as efficient and error-free workflows plus accounting, management reporting and improved decision-making. By using exercises at the end of each module, students can put their knowledge into practice and gain a sustainable understanding of the underlying processes.",TLO,Final,TLO7.,Explain the integration points of the purchase-to-pay business process
IT Network Technology,S-ITPC328,System Integration and Architecture,"This course provides an in-depth exploration of system integration and architecture. Students will learn about the concepts and best practices for designing and integrating complex systems, including topics such as system architecture, design patterns, microservices, API design, event-driven architecture, and more. Through hands-on exercises and real-world case studies, students will have the opportunity to apply their knowledge and develop their skills in this area.",CLO,Midterm & Final,CLO1.,explain the fundamental concepts and principles of a system integration and architecture;
IT Network Technology,S-ITPC328,System Integration and Architecture,"This course provides an in-depth exploration of system integration and architecture. Students will learn about the concepts and best practices for designing and integrating complex systems, including topics such as system architecture, design patterns, microservices, API design, event-driven architecture, and more. Through hands-on exercises and real-world case studies, students will have the opportunity to apply their knowledge and develop their skills in this area.",TLO,Midterm,TLO1.,Comprehend the definition and importance of system integration and architecture
IT Network Technology,S-ITPC328,System Integration and Architecture,"This course provides an in-depth exploration of system integration and architecture. Students will learn about the concepts and best practices for designing and integrating complex systems, including topics such as system architecture, design patterns, microservices, API design, event-driven architecture, and more. Through hands-on exercises and real-world case studies, students will have the opportunity to apply their knowledge and develop their skills in this area.",TLO,Midterm,TLO2.,Describe the various integration technologies and protocols used in different contexts.
IT Network Technology,S-ITPC328,System Integration and Architecture,"This course provides an in-depth exploration of system integration and architecture. Students will learn about the concepts and best practices for designing and integrating complex systems, including topics such as system architecture, design patterns, microservices, API design, event-driven architecture, and more. Through hands-on exercises and real-world case studies, students will have the opportunity to apply their knowledge and develop their skills in this area.",CLO,Midterm & Final,CLO2.,choose common system integration patterns used to solve specific integration challenges;
IT Network Technology,S-ITPC328,System Integration and Architecture,"This course provides an in-depth exploration of system integration and architecture. Students will learn about the concepts and best practices for designing and integrating complex systems, including topics such as system architecture, design patterns, microservices, API design, event-driven architecture, and more. Through hands-on exercises and real-world case studies, students will have the opportunity to apply their knowledge and develop their skills in this area.",TLO,Midterm,TLO3.,Explain the characteristics and benefits of different system integration pattern
IT Network Technology,S-ITPC328,System Integration and Architecture,"This course provides an in-depth exploration of system integration and architecture. Students will learn about the concepts and best practices for designing and integrating complex systems, including topics such as system architecture, design patterns, microservices, API design, event-driven architecture, and more. Through hands-on exercises and real-world case studies, students will have the opportunity to apply their knowledge and develop their skills in this area.",TLO,Midterm,TLO4.,Understand the commonly used system integration patterns.
IT Network Technology,S-ITPC328,System Integration and Architecture,"This course provides an in-depth exploration of system integration and architecture. Students will learn about the concepts and best practices for designing and integrating complex systems, including topics such as system architecture, design patterns, microservices, API design, event-driven architecture, and more. Through hands-on exercises and real-world case studies, students will have the opportunity to apply their knowledge and develop their skills in this area.",CLO,Midterm & Final,CLO3.,analyze the challenges and complexities associated with data integration and synchronization in heterogenous environments;
IT Network Technology,S-ITPC328,System Integration and Architecture,"This course provides an in-depth exploration of system integration and architecture. Students will learn about the concepts and best practices for designing and integrating complex systems, including topics such as system architecture, design patterns, microservices, API design, event-driven architecture, and more. Through hands-on exercises and real-world case studies, students will have the opportunity to apply their knowledge and develop their skills in this area.",TLO,Midterm,TLO5.,Assess the various data integration approaches
IT Network Technology,S-ITPC328,System Integration and Architecture,"This course provides an in-depth exploration of system integration and architecture. Students will learn about the concepts and best practices for designing and integrating complex systems, including topics such as system architecture, design patterns, microservices, API design, event-driven architecture, and more. Through hands-on exercises and real-world case studies, students will have the opportunity to apply their knowledge and develop their skills in this area.",TLO,Midterm,TLO6.,Examine the common challenges and complexities in system integration
IT Network Technology,S-ITPC328,System Integration and Architecture,"This course provides an in-depth exploration of system integration and architecture. Students will learn about the concepts and best practices for designing and integrating complex systems, including topics such as system architecture, design patterns, microservices, API design, event-driven architecture, and more. Through hands-on exercises and real-world case studies, students will have the opportunity to apply their knowledge and develop their skills in this area.",CLO,Final,CLO4.,implement the concepts of performance tuning and optimization in system integration to achieve efficient data processing and communication;
IT Network Technology,S-ITPC328,System Integration and Architecture,"This course provides an in-depth exploration of system integration and architecture. Students will learn about the concepts and best practices for designing and integrating complex systems, including topics such as system architecture, design patterns, microservices, API design, event-driven architecture, and more. Through hands-on exercises and real-world case studies, students will have the opportunity to apply their knowledge and develop their skills in this area.",TLO,Final,TLO7.,Explain the concepts of horizontal scaling and vertical scaling and their applicability in different integration scenarios
